,area,item,amount [t],comm_group,group
374,Angola,Barley and products,0.0,Cereals,Primary crops
375,Angola,Beans,300577.2205860987,"Vegetables, fruit, nuts, pulses, spices",Primary crops
376,Angola,Beer,636095.867051798,Alcohol,Crop products
377,Angola,"Beverages, Alcoholic",25819.582833753717,Alcohol,Crop products
378,Angola,"Beverages, Fermented",751000.0000000001,Alcohol,Crop products
379,Angola,Bovine Meat,112912.27955409155,Meat,Livestock products
380,Angola,Buffaloes,0.0,Live animals,Livestock
381,Angola,"Butter, Ghee",998.4335525255646,Milk,Livestock products
382,Angola,"Camelids, other",0.0,Live animals,Livestock
383,Angola,Camels,0.0,Live animals,Livestock
384,Angola,Cassava and products,8782000.0,Roots and tubers,Primary crops
385,Angola,Cattle,636530.5575294526,Live animals,Livestock
386,Angola,"Cereals, Other",0.0,Cereals,Primary crops
387,Angola,"Citrus, Other",425000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
388,Angola,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
389,Angola,Cocoa Beans and products,442.0,"Coffee, tea, cocoa",Primary crops
390,Angola,Coconut Oil,0.0,Vegetable oils,Crop products
391,Angola,Coconuts - Incl Copra,2001.2892581330982,Oil crops,Primary crops
392,Angola,Coffee and products,16660.51179432397,"Coffee, tea, cocoa",Primary crops
393,Angola,Copra Cake,0.0,Oil cakes,Crop products
394,Angola,Cotton lint,1614.0000000000002,Fibre crops,Crop products
395,Angola,Cottonseed,3000.0,Fibre crops,Crop products
396,Angola,Cottonseed Cake,1452.0,Oil cakes,Crop products
397,Angola,Cottonseed Oil,1000.0,Vegetable oils,Crop products
398,Angola,Dates,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
399,Angola,Eggs,4846.161203154581,Eggs,Livestock products
400,Angola,"Fats, Animals, Raw",10993.96059114339,Animal fats,Livestock products
401,Angola,"Fish, Seafood",476180.3289102334,Fish,Fish
402,Angola,Fodder crops,0.0,Fodder crops,Primary crops
403,Angola,"Fruits, Other",61888.99990302236,"Vegetables, fruit, nuts, pulses, spices",Primary crops
404,Angola,Goats,1301270.3322911258,Live animals,Livestock
405,Angola,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
406,Angola,Grapes and products (excl wine),0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
407,Angola,Grazing,33680062.0,Grazing,Primary crops
408,Angola,Groundnut Cake,35286.43965517229,Oil cakes,Crop products
409,Angola,Groundnut Oil,29624.999999999894,Vegetable oils,Crop products
410,Angola,Groundnuts,236999.9999999991,Oil crops,Primary crops
411,Angola,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
412,Angola,Hides and skins,17748.19014959708,"Hides, skins, wool",Livestock products
413,Angola,Honey,23000.0,Honey,Livestock products
414,Angola,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
415,Angola,Horses,0.0,Live animals,Livestock
416,Angola,Jute,0.0,Fibre crops,Primary crops
417,Angola,Jute-Like Fibres,825.0,Fibre crops,Primary crops
418,Angola,"Lemons, Limes and products",993.9865725590909,"Vegetables, fruit, nuts, pulses, spices",Primary crops
419,Angola,Maize Germ Oil,0.0,Vegetable oils,Crop products
420,Angola,Maize and products,2498968.2526998403,Cereals,Primary crops
421,Angola,"Meat, Other",0.0,Meat,Livestock products
422,Angola,Milk - Excluding Butter,247219.09822882194,Milk,Livestock products
423,Angola,Millet and products,55937.99999999999,Cereals,Primary crops
424,Angola,Mules,1.0,Live animals,Livestock
425,Angola,Mutton & Goat Meat,25997.39088801144,Meat,Livestock products
426,Angola,Nuts and products,2000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
427,Angola,Oats,2963.913782355658,Cereals,Primary crops
428,Angola,"Offals, Edible",57082.84335915836,Meat,Livestock products
429,Angola,"Oil, palm fruit",282227.0,Oil crops,Primary crops
430,Angola,"Oilcrops Oil, Other",1966.2326217900209,Vegetable oils,Crop products
431,Angola,"Oilcrops, Other",4000.0,Oil crops,Primary crops
432,Angola,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
433,Angola,Olive Oil,1857.7462647309324,Vegetable oils,Crop products
434,Angola,Olives (including preserved),0.0,Oil crops,Primary crops
435,Angola,Onions,43433.97326373834,"Vegetables, fruit, nuts, pulses, spices",Primary crops
436,Angola,"Oranges, Mandarines",5993.9999100797395,"Vegetables, fruit, nuts, pulses, spices",Primary crops
437,Angola,Palm Oil,229845.26182031605,Vegetable oils,Crop products
438,Angola,Palm kernels,23170.892310141542,Oil crops,Crop products
439,Angola,Palmkernel Cake,11658.035854523716,Oil cakes,Crop products
440,Angola,Palmkernel Oil,9294.455755818957,Vegetable oils,Crop products
441,Angola,Peas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
442,Angola,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
443,Angola,Pigmeat,226019.09687307553,Meat,Livestock products
444,Angola,Pigs,1821258.352192318,Live animals,Livestock
445,Angola,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
446,Angola,Pineapples and products,595918.426849071,"Vegetables, fruit, nuts, pulses, spices",Primary crops
447,Angola,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
448,Angola,Potatoes and products,463334.8814246541,Roots and tubers,Primary crops
449,Angola,Poultry Birds,56191456.65385176,Live animals,Livestock
450,Angola,Poultry Meat,264465.83614069835,Meat,Livestock products
451,Angola,"Pulses, Other and products",24702.53589154993,"Vegetables, fruit, nuts, pulses, spices",Primary crops
452,Angola,Rabbits and hares,0.0,Live animals,Livestock
453,Angola,Rape and Mustard Cake,0.8408822499772204,Oil cakes,Crop products
454,Angola,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
455,Angola,Rape and Mustardseed,0.0,Oil crops,Primary crops
456,Angola,Rice and products,731788.8149887387,Cereals,Primary crops
457,Angola,Ricebran Oil,0.0,Vegetable oils,Crop products
458,Angola,"Rodents, other",0.0,Live animals,Livestock
459,Angola,"Roots, Other",0.0,Roots and tubers,Primary crops
460,Angola,Rubber,0.0,"Tobacco, rubber",Primary crops
461,Angola,Rye and products,0.0,Cereals,Primary crops
462,Angola,Seed cotton,5337.0,Oil crops,Primary crops
463,Angola,Sesame seed,3000.0,Oil crops,Primary crops
464,Angola,Sesameseed Cake,0.0,Oil cakes,Crop products
465,Angola,Sesameseed Oil,0.0,Vegetable oils,Crop products
466,Angola,Sheep,298787.57775078376,Live animals,Livestock
467,Angola,Silk,0.0,"Hides, skins, wool",Livestock products
468,Angola,Sisal,553.0,Fibre crops,Primary crops
469,Angola,"Soft-Fibres, Other",1.9993831040331103,Fibre crops,Primary crops
470,Angola,Sorghum and products,60000.0,Cereals,Primary crops
471,Angola,Soyabean Cake,7625.108637094265,Oil cakes,Crop products
472,Angola,Soyabean Oil,35691.42731092732,Vegetable oils,Crop products
473,Angola,Soyabeans,41000.0,Oil crops,Primary crops
474,Angola,"Spices, Other",990.0886549073842,"Vegetables, fruit, nuts, pulses, spices",Primary crops
475,Angola,Sugar (Raw Equivalent),384418.171011169,"Sugar, sweeteners",Crop products
476,Angola,Sugar beet,0.0,Sugar crops,Primary crops
477,Angola,Sugar cane,865000.0,Sugar crops,Primary crops
478,Angola,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
479,Angola,Sunflower seed,12000.0,Oil crops,Primary crops
480,Angola,Sunflowerseed Cake,6201.999999999999,Oil cakes,Crop products
481,Angola,Sunflowerseed Oil,7243.270496061959,Vegetable oils,Crop products
482,Angola,Sweet potatoes,1728000.0,Roots and tubers,Primary crops
483,Angola,"Sweeteners, Other",284809.74557148287,"Sugar, sweeteners",Crop products
484,Angola,Tea (including mate),0.0,"Coffee, tea, cocoa",Primary crops
485,Angola,Tobacco,6187.923348883714,"Tobacco, rubber",Primary crops
486,Angola,Tomatoes and products,75215.9999990334,"Vegetables, fruit, nuts, pulses, spices",Primary crops
487,Angola,"Vegetables, Other",732329.9999998533,"Vegetables, fruit, nuts, pulses, spices",Primary crops
488,Angola,Wheat and products,528997.864375394,Cereals,Primary crops
489,Angola,Wine,24797.642024436387,Alcohol,Crop products
490,Angola,Wool (Clean Eq.),0.0,"Hides, skins, wool",Livestock products
491,Angola,Yams,0.0,Roots and tubers,Primary crops
492,Antigua and Barbuda,Abaca,0.0,Fibre crops,Primary crops
493,Antigua and Barbuda,"Alcohol, Non-Food",0.0,Ethanol,Crop products
494,Antigua and Barbuda,Apples and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
495,Antigua and Barbuda,Asses,0.0,Live animals,Livestock
496,Antigua and Barbuda,Bananas,2004.999985418912,"Vegetables, fruit, nuts, pulses, spices",Primary crops
497,Antigua and Barbuda,Barley and products,0.0,Cereals,Primary crops
498,Antigua and Barbuda,Beans,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
499,Antigua and Barbuda,Beer,4556.413662979479,Alcohol,Crop products
500,Antigua and Barbuda,"Beverages, Alcoholic",919.6568751336232,Alcohol,Crop products
501,Antigua and Barbuda,"Beverages, Fermented",0.0,Alcohol,Crop products
502,Antigua and Barbuda,Bovine Meat,0.0,Meat,Livestock products
503,Antigua and Barbuda,Buffaloes,0.0,Live animals,Livestock
504,Antigua and Barbuda,"Butter, Ghee",0.0,Milk,Livestock products
505,Antigua and Barbuda,"Camelids, other",0.0,Live animals,Livestock
506,Antigua and Barbuda,Camels,0.0,Live animals,Livestock
507,Antigua and Barbuda,Cassava and products,52.0,Roots and tubers,Primary crops
508,Antigua and Barbuda,Cattle,417.9711227583554,Live animals,Livestock
509,Antigua and Barbuda,"Cereals, Other",0.0,Cereals,Primary crops
510,Antigua and Barbuda,"Citrus, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
511,Antigua and Barbuda,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
512,Antigua and Barbuda,Cocoa Beans and products,0.0,"Coffee, tea, cocoa",Primary crops
513,Antigua and Barbuda,Coconut Oil,0.0,Vegetable oils,Crop products
514,Antigua and Barbuda,Coconuts - Incl Copra,0.0,Oil crops,Primary crops
515,Antigua and Barbuda,Coffee and products,0.0,"Coffee, tea, cocoa",Primary crops
516,Antigua and Barbuda,Copra Cake,0.0,Oil cakes,Crop products
517,Antigua and Barbuda,Cotton lint,18.999999999999993,Fibre crops,Crop products
518,Antigua and Barbuda,Cottonseed,22.999999999999993,Fibre crops,Crop products
519,Antigua and Barbuda,Cottonseed Cake,2.0,Oil cakes,Crop products
520,Antigua and Barbuda,Cottonseed Oil,3.0,Vegetable oils,Crop products
521,Antigua and Barbuda,Dates,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
522,Antigua and Barbuda,Eggs,948.7229694848676,Eggs,Livestock products
523,Antigua and Barbuda,"Fats, Animals, Raw",0.0,Animal fats,Livestock products
524,Antigua and Barbuda,"Fish, Seafood",5025.789888957703,Fish,Fish
525,Antigua and Barbuda,Fodder crops,0.0,Fodder crops,Primary crops
526,Antigua and Barbuda,"Fruits, Other",8996.999940038726,"Vegetables, fruit, nuts, pulses, spices",Primary crops
527,Antigua and Barbuda,Goats,203.99999999999994,Live animals,Livestock
528,Antigua and Barbuda,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
529,Antigua and Barbuda,Grapes and products (excl wine),0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
530,Antigua and Barbuda,Grazing,42499.0,Grazing,Primary crops
531,Antigua and Barbuda,Groundnut Cake,0.0,Oil cakes,Crop products
532,Antigua and Barbuda,Groundnut Oil,0.0,Vegetable oils,Crop products
533,Antigua and Barbuda,Groundnuts,0.0,Oil crops,Primary crops
534,Antigua and Barbuda,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
535,Antigua and Barbuda,Hides and skins,34.96938750352554,"Hides, skins, wool",Livestock products
536,Antigua and Barbuda,Honey,0.0,Honey,Livestock products
537,Antigua and Barbuda,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
538,Antigua and Barbuda,Horses,1.9996067379514013,Live animals,Livestock
539,Antigua and Barbuda,Jute,0.0,Fibre crops,Primary crops
540,Antigua and Barbuda,Jute-Like Fibres,0.0,Fibre crops,Primary crops
541,Antigua and Barbuda,"Lemons, Limes and products",429.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
542,Antigua and Barbuda,Maize Germ Oil,0.0,Vegetable oils,Crop products
543,Antigua and Barbuda,Maize and products,11.0,Cereals,Primary crops
544,Antigua and Barbuda,"Meat, Other",0.0,Meat,Livestock products
545,Antigua and Barbuda,Milk - Excluding Butter,5976.958254646361,Milk,Livestock products
546,Antigua and Barbuda,Millet and products,0.0,Cereals,Primary crops
547,Antigua and Barbuda,Mules,0.0,Live animals,Livestock
548,Antigua and Barbuda,Mutton & Goat Meat,0.0,Meat,Livestock products
549,Antigua and Barbuda,Nuts and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
550,Antigua and Barbuda,Oats,0.0,Cereals,Primary crops
551,Antigua and Barbuda,"Offals, Edible",0.0,Meat,Livestock products
552,Antigua and Barbuda,"Oil, palm fruit",0.0,Oil crops,Primary crops
553,Antigua and Barbuda,"Oilcrops Oil, Other",0.0,Vegetable oils,Crop products
554,Antigua and Barbuda,"Oilcrops, Other",0.0,Oil crops,Primary crops
555,Antigua and Barbuda,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
556,Antigua and Barbuda,Olive Oil,0.0,Vegetable oils,Crop products
557,Antigua and Barbuda,Olives (including preserved),0.0,Oil crops,Primary crops
558,Antigua and Barbuda,Onions,1022.9999470639498,"Vegetables, fruit, nuts, pulses, spices",Primary crops
559,Antigua and Barbuda,"Oranges, Mandarines",951.967150442865,"Vegetables, fruit, nuts, pulses, spices",Primary crops
560,Antigua and Barbuda,Palm Oil,0.0,Vegetable oils,Crop products
561,Antigua and Barbuda,Palm kernels,0.0,Oil crops,Crop products
562,Antigua and Barbuda,Palmkernel Cake,0.0,Oil cakes,Crop products
563,Antigua and Barbuda,Palmkernel Oil,0.0,Vegetable oils,Crop products
564,Antigua and Barbuda,Peas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
565,Antigua and Barbuda,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
566,Antigua and Barbuda,Pigmeat,921.851675092635,Meat,Livestock products
567,Antigua and Barbuda,Pigs,1047.2580335325488,Live animals,Livestock
568,Antigua and Barbuda,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
569,Antigua and Barbuda,Pineapples and products,47.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
570,Antigua and Barbuda,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
571,Antigua and Barbuda,Potatoes and products,2001.6140695584877,Roots and tubers,Primary crops
572,Antigua and Barbuda,Poultry Birds,71895.8276907514,Live animals,Livestock
573,Antigua and Barbuda,Poultry Meat,5819.495904986686,Meat,Livestock products
574,Antigua and Barbuda,"Pulses, Other and products",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
575,Antigua and Barbuda,Rabbits and hares,0.0,Live animals,Livestock
576,Antigua and Barbuda,Rape and Mustard Cake,0.0,Oil cakes,Crop products
577,Antigua and Barbuda,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
578,Antigua and Barbuda,Rape and Mustardseed,0.0,Oil crops,Primary crops
579,Antigua and Barbuda,Rice and products,922.5887517851418,Cereals,Primary crops
580,Antigua and Barbuda,Ricebran Oil,0.0,Vegetable oils,Crop products
581,Antigua and Barbuda,"Rodents, other",0.0,Live animals,Livestock
582,Antigua and Barbuda,"Roots, Other",40.0,Roots and tubers,Primary crops
583,Antigua and Barbuda,Rubber,0.0,"Tobacco, rubber",Primary crops
584,Antigua and Barbuda,Rye and products,0.0,Cereals,Primary crops
585,Antigua and Barbuda,Seed cotton,105.0,Oil crops,Primary crops
586,Antigua and Barbuda,Sesame seed,0.0,Oil crops,Primary crops
587,Antigua and Barbuda,Sesameseed Cake,0.0,Oil cakes,Crop products
588,Antigua and Barbuda,Sesameseed Oil,0.0,Vegetable oils,Crop products
589,Antigua and Barbuda,Sheep,274.99999999999994,Live animals,Livestock
590,Antigua and Barbuda,Silk,0.0,"Hides, skins, wool",Livestock products
591,Antigua and Barbuda,Sisal,0.0,Fibre crops,Primary crops
592,Antigua and Barbuda,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
593,Antigua and Barbuda,Sorghum and products,0.0,Cereals,Primary crops
594,Antigua and Barbuda,Soyabean Cake,0.0,Oil cakes,Crop products
595,Antigua and Barbuda,Soyabean Oil,0.0,Vegetable oils,Crop products
596,Antigua and Barbuda,Soyabeans,0.0,Oil crops,Primary crops
597,Antigua and Barbuda,"Spices, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
598,Antigua and Barbuda,Sugar (Raw Equivalent),1982.3519293526751,"Sugar, sweeteners",Crop products
599,Antigua and Barbuda,Sugar beet,0.0,Sugar crops,Primary crops
600,Antigua and Barbuda,Sugar cane,0.0,Sugar crops,Primary crops
601,Antigua and Barbuda,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
602,Antigua and Barbuda,Sunflower seed,0.0,Oil crops,Primary crops
603,Antigua and Barbuda,Sunflowerseed Cake,0.0,Oil cakes,Crop products
604,Antigua and Barbuda,Sunflowerseed Oil,0.0,Vegetable oils,Crop products
605,Antigua and Barbuda,Sweet potatoes,70.0,Roots and tubers,Primary crops
606,Antigua and Barbuda,"Sweeteners, Other",7208.63105554231,"Sugar, sweeteners",Crop products
607,Antigua and Barbuda,Tea (including mate),0.0,"Coffee, tea, cocoa",Primary crops
608,Antigua and Barbuda,Tobacco,0.0,"Tobacco, rubber",Primary crops
609,Antigua and Barbuda,Tomatoes and products,35.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
610,Antigua and Barbuda,"Vegetables, Other",1994.999999975732,"Vegetables, fruit, nuts, pulses, spices",Primary crops
611,Antigua and Barbuda,Wheat and products,5528.098422359373,Cereals,Primary crops
612,Antigua and Barbuda,Wine,484.1407013408311,Alcohol,Crop products
613,Antigua and Barbuda,Wool (Clean Eq.),0.0,"Hides, skins, wool",Livestock products
614,Antigua and Barbuda,Yams,139.0,Roots and tubers,Primary crops
615,Argentina,Abaca,0.0,Fibre crops,Primary crops
616,Argentina,"Alcohol, Non-Food",878756.066299315,Ethanol,Crop products
617,Argentina,Apples and products,480513.7069435969,"Vegetables, fruit, nuts, pulses, spices",Primary crops
618,Argentina,Asses,1079.2491869306107,Live animals,Livestock
619,Argentina,Bananas,608312.971992061,"Vegetables, fruit, nuts, pulses, spices",Primary crops
